"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
575010;2024-01-16;"terça-feira";"05:10:00";"PE";101;78;"RECIFE";"Reação tardia ou ineficiente do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;0;1;0;0;1;1;-8,13496499;-34,94738614;"SPRF-PE";"DEL01-PE";"UOP01-DEL01-PE"
575011;2024-01-16;"terça-feira";"05:35:00";"BA";101;256,9;"CONCEICAO DO ALMEIDA";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Simples";"Não Informado";"Não";6;0;4;2;0;0;6;2;-12,93322172;-39,25336611;"SPRF-BA";"DEL01-BA";"UOP02-DEL01-BA"
575012;2024-01-16;"terça-feira";"05:52:00";"TO";153;688;"CARIRI DO TOCANTINS";"Objeto estático sobre o leito carroçável";"Colisão com objeto";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-11,8547779658;-49,1488440753;"SPRF-TO";"DEL01-TO";"UOP02-DEL01-TO"
575014;2024-01-16;"terça-feira";"06:00:00";"DF";70;9,5;"BRASILIA";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Interseção de vias";"Sim";1;0;1;0;0;0;1;1;-15,784615;-48,132023;"SPRF-DF";"DEL03-DF";"UOP02-DEL03-DF"
575015;2024-01-16;"terça-feira";"06:45:00";"CE";116;6,5;"FORTALEZA";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;0;1;0;1;1;2;-3,802624;-38,50400499;"SPRF-CE";"DEL01-CE";"UOP02-DEL01-CE"
575016;2024-01-15;"segunda-feira";"19:00:00";"BA";101;103;"ALAGOINHAS";"Condutor deixou de manter distância do veículo da frente";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";1;0;1;0;0;0;1;1;-12,15963868;-38,41162324;"SPRF-BA";"DEL01-BA";"UOP04-DEL01-BA"
575017;2024-01-16;"terça-feira";"06:50:00";"SC";470;55,3;"BLUMENAU";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-26,875601;-49,117992;"SPRF-SC";"DEL04-SC";"UOP01-DEL04-SC"
575018;2024-01-16;"terça-feira";"07:10:00";"SC";101;4,2;"ARARANGUA";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Sim";2;0;2;0;0;0;2;2;-28,9356;-49,4864;"SPRF-SC";"DEL02-SC";"UOP02-DEL02-SC"
575020;2024-01-16;"terça-feira";"06:30:00";"SE";101;56,5;"CAPELA";"Acessar a via sem observar a presença dos outros veículos";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";3;0;1;0;2;0;1;2;-10,6393067;-37,0106971;"SPRF-SE";"DEL02-SE";"UOP02-DEL02-SE"
575022;2024-01-16;"terça-feira";"07:40:00";"MG";381;479;"CONTAGEM";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Múltipla";"Não Informado";"Sim";3;0;2;0;1;0;2;2;-19,96326;-44,04871;"SPRF-MG";"DEL01-MG";"UOP03-DEL01-MG"
575023;2024-01-16;"terça-feira";"07:30:00";"SP";116;210;"GUARULHOS";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-23,42870023;-46,41085991;"SPRF-SP";"DEL01-SP";"UOP01-DEL01-SP"
575024;2024-01-16;"terça-feira";"07:50:00";"PE";232;5;"RECIFE";"Acessar a via sem observar a presença dos outros veículos";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Curva";"Sim";2;0;2;0;0;0;2;2;-8,06795766;-34,94535414;"SPRF-PE";"DEL01-PE";"UOP01-DEL01-PE"
575025;2024-01-16;"terça-feira";"07:55:00";"SP";116;209;"GUARULHOS";"Mal súbito do condutor";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;0;0;1;0;0;1;-23,42511799;-46,40221101;"SPRF-SP";"DEL01-SP";"UOP01-DEL01-SP"
575026;2024-01-13;"sábado";"01:30:00";"SP";381;52;"ATIBAIA";"Ausência de reação do condutor";"Capotamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;-23,2300622;-46,59963076;"SPRF-SP";"DEL03-SP";"UOP01-DEL03-SP"
575027;2024-01-16;"terça-feira";"06:44:00";"RJ";116;320,4;"ITATIAIA";"Condutor Dormindo";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";5;0;1;0;4;0;1;1;-22,47656315;-44,52710689;"SPRF-RJ";"DEL07-RJ";"UOP02-DEL07-RJ"
575028;2024-01-16;"terça-feira";"07:40:00";"SP";101;44,9;"UBATUBA";"Conversão proibida";"Colisão transversal";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Sol";"Múltipla";"Curva";"Sim";2;0;1;0;1;0;1;2;-23,41014346;-45,06455371;"SPRF-SP";"DEL06-SP";"UOP01-DEL06-SP"
575029;2024-01-16;"terça-feira";"08:30:00";"DF";20;36,1;"BRASILIA";"Suicídio (presumido)";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;0;1;1;2;-15,581923;-47,549881;"SPRF-DF";"DEL02-DF";"UOP01-DEL02-DF"
575031;2024-01-16;"terça-feira";"08:00:00";"RJ";116;181;"NOVA IGUACU";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;2;0;0;2;1;-22,761312;-43,423492;"SPRF-RJ";"DEL06-RJ";"UOP01-DEL06-RJ"
575033;2024-01-16;"terça-feira";"09:21:00";"PI";343;343;"TERESINA";"Ausência de reação do condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";2;0;0;0;2;0;0;2;-5,094729;-42,762775;"SPRF-PI";"DEL01-PI";"UOP01-DEL01-PI"
575035;2024-01-16;"terça-feira";"08:33:00";"RS";392;41,7;"RIO GRANDE";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Sim";2;0;2;0;0;0;2;2;-31,95483688;-52,30684982;"SPRF-RS";"DEL07-RS";"UOP02-DEL07-RS"
575037;2024-01-16;"terça-feira";"09:00:00";"BA";324;619;"SALVADOR";"Acessar a via sem observar a presença dos outros veículos";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-12,89820999;-38,45012202;"SPRF-BA";"DEL01-BA";"UOP01-DEL01-BA"
575039;2024-01-16;"terça-feira";"08:30:00";"SP";116;217,9;"GUARULHOS";"Reação tardia ou ineficiente do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Não Informado";"Sim";1;0;1;0;0;0;1;1;-23,45423824;-46,47119028;"SPRF-SP";"DEL01-SP";"UOP01-DEL01-SP"
575041;2024-01-12;"sexta-feira";"12:35:00";"MT";70;673,1;"CACERES";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Não Informado";"Não";3;0;2;1;0;0;3;1;-16,0715562;-57,27496572;"SPRF-MT";"DEL03-MT";"UOP02-DEL03-MT"
575046;2024-01-16;"terça-feira";"10:45:00";"SP";116;219;"GUARULHOS";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;1;0;1;0;1;2;-23,46143954;-46,48885316;"SPRF-SP";"DEL01-SP";"UOP01-DEL01-SP"
575047;2024-01-16;"terça-feira";"09:40:00";"SP";116;110,9;"TAUBATE";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Interseção de vias";"Sim";2;0;1;0;1;0;1;2;-23,03412614;-45,5526999;"SPRF-SP";"DEL02-SP";"UOP02-DEL02-SP"
575049;2024-01-16;"terça-feira";"09:45:00";"RS";293;251;"DOM PEDRITO";"Ausência de reação do condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Não Informado";"Sim";2;0;1;0;1;0;1;2;-30,96346985;-54,67132688;"SPRF-RS";"DEL11-RS";"UOP03-DEL11-RS"
575051;2024-01-16;"terça-feira";"10:30:00";"RJ";116;176;"SAO JOAO DE MERITI";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";1;0;0;1;0;0;1;1;-22,7839538;-43,38195488;"SPRF-RJ";"DEL06-RJ";"UOP01-DEL06-RJ"
575053;2024-01-16;"terça-feira";"10:40:00";"RS";116;152;"CAXIAS DO SUL";"Acesso irregular";"Colisão transversal";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;-29,1829343;-51,16801501;"SPRF-RS";"DEL05-RS";"UOP01-DEL05-RS"
575054;2024-01-16;"terça-feira";"10:30:00";"SP";381;89;"GUARULHOS";"Acessar a via sem observar a presença dos outros veículos";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-23,48469299;-46,55983288;"SPRF-SP";"DEL03-SP";"UOP01-DEL03-SP"
575056;2024-01-16;"terça-feira";"08:50:00";"MG";365;275;"JOAO PINHEIRO";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;2;0;1;0;2;1;-17,98029475;-45,60927227;"SPRF-MG";"DEL10-MG";"UOP02-DEL010-MG"
575057;2024-01-16;"terça-feira";"11:30:00";"SP";116;219;"GUARULHOS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;1;0;1;0;1;2;-23,46143954;-46,48885316;"SPRF-SP";"DEL01-SP";"UOP01-DEL01-SP"
575059;2024-01-12;"sexta-feira";"20:30:00";"RJ";116;175;"SAO JOAO DE MERITI";"Transitar no Acostamento";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Crescente";"Chuva";"Múltipla";"Reta";"Sim";2;0;0;0;2;0;0;2;-22,78923555;-43,37275272;"SPRF-RJ";"DEL06-RJ";"UOP01-DEL06-RJ"
575060;2024-01-16;"terça-feira";"11:30:00";"ES";101;294;"CARIACICA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Não Informado";"Sim";2;0;1;0;1;0;1;2;-20,32415948;-40,3952903;"SPRF-ES";"DEL01-ES";"UOP01-DEL01-ES"
575061;2024-01-16;"terça-feira";"11:40:00";"ES";101;266,2;"SERRA";"Condutor desrespeitou a iluminação vermelha do semáforo";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Interseção de vias";"Sim";2;0;1;0;0;1;1;2;-20,190199;-40,26828891;"SPRF-ES";"DEL02-ES";"UOP01-DEL02-ES"
575063;2024-01-16;"terça-feira";"10:30:00";"PE";423;55,1;"LAJEDO";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";4;0;2;2;0;0;4;2;-8,61537298;-36,29867707;"SPRF-PE";"DEL03-PE";"UOP01-DEL03-PE"
575064;2024-01-16;"terça-feira";"10:30:00";"MT";163;813;"SINOP";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;0;0;3;0;0;1;-12,06181629;-55,51769257;"SPRF-MT";"DEL06-MT";"UOP02-DEL06-MT"
575066;2024-01-16;"terça-feira";"07:45:00";"MG";50;176;"UBERABA";"Ausência de reação do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva";"Sim";1;0;1;0;0;0;1;1;-19,77919981;-47,960032;"SPRF-MG";"DEL13-MG";"UOP01-DEL13-MG"
575067;2024-01-16;"terça-feira";"11:50:00";"BA";324;514;"FEIRA DE SANTANA";"Retorno proibido";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Múltipla";"Não Informado";"Não";3;0;1;0;2;0;1;2;-12,23181153;-38,95606118;"SPRF-BA";"DEL02-BA";"UOP01-DEL02-BA"
575068;2024-01-16;"terça-feira";"09:20:00";"MA";135;95;"ITAPECURU MIRIM";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Sim";2;0;0;0;2;0;0;2;-3,3279719;-44,44236412;"SPRF-MA";"DEL01-MA";"UOP02-DEL01-MA"
575069;2024-01-16;"terça-feira";"11:10:00";"PR";376;4,4;"MANDAGUARI";"Reação tardia ou ineficiente do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Interseção de vias";"Sim";2;0;0;1;1;0;1;2;-23,547966;-51,671265;"SPRF-PR";"DEL07-PR";"UOP03-DEL07-PR"
575071;2024-01-16;"terça-feira";"12:15:00";"DF";40;8;"BRASILIA";"Acessar a via sem observar a presença dos outros veículos";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-16,038666;-47,979691;"SPRF-DF";"DEL01-DF";"UOP01-DEL01-DF"
575074;2024-01-16;"terça-feira";"12:30:00";"RJ";393;243;"VASSOURAS";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";1;0;0;0;1;0;0;1;-22,43047331;-43,69980995;"SPRF-RJ";"DEL05-RJ";"UOP04-DEL05-RJ"
575075;2024-01-16;"terça-feira";"12:10:00";"GO";60;163;"GOIANIA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Viaduto";"Sim";3;0;1;0;2;0;1;2;-16,7002;-49,3335;"SPRF-GO";"DEL01-GO";"UOP02-DEL01-GO"
575082;2024-01-16;"terça-feira";"11:35:00";"RO";364;237,8;"CACOAL";"Condutor desrespeitou a iluminação vermelha do semáforo";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Sim";3;0;1;0;1;1;1;3;-11,4388528;-61,454822;"SPRF-RO";"DEL02-RO";"UOP02-DEL02-RO"
575083;2024-01-16;"terça-feira";"13:56:00";"ES";101;151,5;"LINHARES";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";2;0;1;0;1;0;1;2;-19,41156656;-40,06592463;"SPRF-ES";"DEL04-ES";"UOP01-DEL04-ES"
575084;2024-01-16;"terça-feira";"11:54:00";"RN";101;84;"NATAL";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-5,774175;-35,2578;"SPRF-RN";"DEL02-RN";"UOP01-DEL02-RN"
575085;2024-01-16;"terça-feira";"12:25:00";"PR";376;176;"MARINGA";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Não Informado";"Sim";2;0;1;0;1;0;1;2;-23,41269173;-51,93158327;"SPRF-PR";"DEL09-PR";"UOP01-DEL09-PR"
575087;2024-01-16;"terça-feira";"07:32:00";"SC";101;65,3;"ARAQUARI";"Ausência de reação do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Retorno Regulamentado";"Não";1;0;1;0;0;0;1;1;-26,47135714;-48,74457217;"SPRF-SC";"DEL03-SC";"UOP02-DEL03-SC"
575088;2024-01-16;"terça-feira";"09:00:00";"PI";343;609;"FLORIANO";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;1;1;0;1;2;-6,885904;-43,129436;"SPRF-PI";"DEL03-PI";"UOP01-DEL03-PI"
575089;2024-01-16;"terça-feira";"08:00:00";"BA";242;260;"BOA VISTA DO TUPIM";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Nublado";"Simples";"Curva";"Não";7;1;4;2;0;0;6;2;-12,46830983;-40,54758399;"SPRF-BA";"DEL06-BA";"UOP02-DEL06-BA"
575092;2024-01-16;"terça-feira";"12:10:00";"PR";376;105,9;"PARANAVAI";"Ausência de reação do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Não Informado";"Não";1;0;1;0;0;0;1;1;-23,05727163;-52,43920671;"SPRF-PR";"DEL09-PR";"UOP02-DEL09-PR"
575093;2024-01-16;"terça-feira";"14:30:00";"MG";262;780;"UBERABA";"Afundamento ou ondulação no pavimento";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-19,7448167;-47,76085822;"SPRF-MG";"DEL13-MG";"UOP01-DEL13-MG"
575095;2024-01-16;"terça-feira";"14:30:00";"GO";50;211;"CAMPO ALEGRE DE GOIAS";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;1;0;0;2;1;-17,6528;-47,7496;"SPRF-GO";"DEL06-GO";"UOP01-DEL06-GO"
575097;2024-01-16;"terça-feira";"13:15:00";"MG";50;75,7;"UBERLANDIA";"Afundamento ou ondulação no pavimento";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Não";2;0;2;0;0;0;2;1;-18,923915;-48,221881;"SPRF-MG";"DEL15-MG";"UOP01-DEL15-MG"
575098;2024-01-16;"terça-feira";"13:00:00";"RJ";101;506;"ANGRA DOS REIS";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-22,93638809;-44,40071052;"SPRF-RJ";"DEL03-RJ";"UOP03-DEL03-RJ"
575099;2024-01-16;"terça-feira";"11:30:00";"BA";101;851;"TEIXEIRA DE FREITAS";"Condutor Dormindo";"Colisão frontal";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;2;0;0;2;-17,52978318;-39,7100035;"SPRF-BA";"DEL09-BA";"UOP02-DEL09-BA"
575101;2024-01-16;"terça-feira";"12:47:00";"ES";101;253,1;"SERRA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;0;1;1;2;-20,10336754;-40,33383553;"SPRF-ES";"DEL02-ES";"UOP01-DEL02-ES"
575102;2024-01-16;"terça-feira";"14:30:00";"ES";101;209,9;"IBIRACU";"Reação tardia ou ineficiente do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-19,798437;-40,36982;"SPRF-ES";"DEL02-ES";"UOP01-DEL02-ES"
575104;2024-01-12;"sexta-feira";"20:00:00";"BA";324;602;"SIMOES FILHO";"Pedestre andava na pista";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;1;0;0;0;1;0;2;-12,76402892;-38,42393483;"SPRF-BA";"DEL01-BA";"UOP01-DEL01-BA"
575105;2024-01-16;"terça-feira";"14:45:00";"SC";101;152,4;"PORTO BELO";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;1;0;0;2;1;-27,13563503;-48,61004665;"SPRF-SC";"DEL04-SC";"UOP03-DEL04-SC"
575106;2024-01-16;"terça-feira";"14:52:00";"AP";210;106;"PORTO GRANDE";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Interseção de vias";"Não";3;0;0;1;2;0;1;2;0,70564616;-51,41271608;"SPRF-AP";"DEL01-AP";"UOP01-DEL01-AP"
575108;2024-01-16;"terça-feira";"14:00:00";"MG";381;536;"ITATIAIUCU";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Não Informado";"Não";1;0;0;0;1;0;0;1;-20,22443302;-44,39530859;"SPRF-MG";"DEL04-MG";"UOP03-DEL04-MG"
575109;2024-01-16;"terça-feira";"14:46:00";"RN";101;95;"NATAL";"Manobra de mudança de faixa";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-5,84076841;-35,21035949;"SPRF-RN";"DEL01-RN";"UOP01-DEL01-RN"
575110;2024-01-16;"terça-feira";"15:00:00";"RS";116;247;"SAO LEOPOLDO";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-29,77437414;-51,15474185;"SPRF-RS";"DEL01-RS";"UOP02-DEL01-RS"
575111;2024-01-16;"terça-feira";"13:45:00";"RN";101;1,9;"TOUROS";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Interseção de vias";"Não";3;1;1;1;0;0;2;2;-5,17241;-35,507089;"SPRF-RN";"DEL02-RN";"UOP01-DEL02-RN"
575113;2024-01-16;"terça-feira";"15:00:00";"RN";101;98,5;"NATAL";"Entrada inopinada do pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";3;0;0;1;1;1;1;2;-5,86567888;-35,21651625;"SPRF-RN";"DEL01-RN";"UOP01-DEL01-RN"
575116;2024-01-10;"quarta-feira";"10:20:00";"SE";101;31;"MURIBECA";"Acumulo de água sobre o pavimento";"Colisão com objeto";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Não";2;0;0;0;2;0;0;1;-10,45377004;-36,94004289;"SPRF-SE";"DEL02-SE";"UOP02-DEL02-SE"
575118;2024-01-14;"domingo";"16:23:00";"BA";101;193;"CONCEICAO DA FEIRA";"Ultrapassagem Indevida";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;0;0;1;0;1;-12,6027102;-39,01297297;"SPRF-BA";"DEL01-BA";"UOP03-DEL01-BA"
575119;2024-01-16;"terça-feira";"14:30:00";"PR";369;135;"IBIPORA";"Frear bruscamente";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";1;0;1;0;0;0;1;1;-23,2618536;-51,0300196;"SPRF-PR";"DEL07-PR";"UOP01-DEL07-PR"
575120;2024-01-16;"terça-feira";"14:00:00";"SE";235;32;"AREIA BRANCA";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Sim";1;1;0;0;0;0;0;1;-10,769286;-37,299343;"SPRF-SE";"DEL01-SE";"UOP02-DEL01-SE"
575121;2024-01-16;"terça-feira";"14:40:00";"SP";116;109;"TAUBATE";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Sim";2;0;2;0;0;0;2;1;-23,02871304;-45,54517097;"SPRF-SP";"DEL02-SP";"UOP02-DEL02-SP"
575122;2024-01-16;"terça-feira";"15:38:00";"GO";40;0,2;"VALPARAISO DE GOIAS";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;0;0;3;0;0;2;-16,058273;-47,982655;"SPRF-DF";"DEL01-DF";"UOP01-DEL01-DF"
575125;2024-01-16;"terça-feira";"15:10:00";"GO";50;282;"CATALAO";"Entrada inopinada do pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-18,1896;-47,9511;"SPRF-GO";"DEL06-GO";"UOP01-DEL06-GO"
575126;2024-01-16;"terça-feira";"15:50:00";"SC";101;210,1;"SAO JOSE";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";4;0;1;0;3;0;1;2;-27,6167305;-48,6457265;"SPRF-SC";"DEL01-SC";"UOP01-DEL01-SC"
575127;2024-01-16;"terça-feira";"15:50:00";"SC";470;3;"NAVEGANTES";"Conversão proibida";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Sim";3;0;2;0;1;0;2;2;-26,861937;-48,681618;"SPRF-SC";"DEL04-SC";"UOP04-DEL04-SC"
